en,zu,source
"Akech spoke out this week after Who magazine ran an interview with her accompanied by a photograph of another model; in a statement on her Instagram account, she said: """"I feel like my entire race has been disrespected"".""","U-Akech ukhulumile kuleli sonto ngemva kokuba umagazini i-Who usakaze ingxoxo naye ihambisana nesithombe somunye umkhangisi wezingubo; esitatimendeni asifake ku-akhawunti yakhe ye-Instagram, uthe: ““Ngizwa sengathi bonke abantu bohlanga lwakithi badeleliwe”.”",News Crawl 2019
The 38-year-old will be looking to win his 10th title in his hometown when he faces unseeded Australian Alex de Minaur in Sunday's final - the 157th tour-level final of the 20-times Grand Slam winner's career.,Lo mdlali oneminyaka engu-38 ubudala uzobe ebheke ukuwina isicoco sakhe seshumi edolobheni lakubo lapho ebhekana nomdlali wase-Australia ongekho emabalweni u-Alex de Minaur emdlalweni wamanqamu ngeSonto – okungumdlalo wamanqamu wesi-157 walo mdlali osewine amaGrand Slam izikhathi ezingu-20.,News Crawl 2019
"FRANKFURT (Reuters) - Volkswagen has signed German start-up e.GO Mobile as the first external partner for its modular platform for electric vehicles (EV), as it seeks to simplify production across a variety of models.","EFRANKFURT (Reuters) – iVolkswagen isayinise i-e.GO Mobile yaseGermany esafufusa njengophathina wayo wokuqala wangaphandle kuyi-modular platform yokweza izimoto zikagesi (EV), njengoba ifuna ukwenza lula izindlela zokukhiqiza zonke izinhlobo zezimoto zayo. ",News Crawl 2019
"Asked in December last year whether The 1975 are ready to headline Glastonbury, frontman Matty Healy said: ""Yeah, I think we are.","Lapho ebuzwa ngoDisemba ngonyaka odlule ukuthi i-The 1975 isikulungele yini ukuba sematheni eGlastonbury, ummeleli uMatty Healy uthe: “Ehe, ngicabanga ukuthi sikulungele.",News Crawl 2019
The most recent report was in August claiming a person thought he 'saw a Tassie Tiger on his land seven years ago' in the Midlands.,Umbiko wamuva kakhulu ubungo-Agasti owathi umuntu othile wayecabanga ukuthi ‘ubone i-Tassie Tiger emhlabeni wakhe eminyakeni eyisikhombisa edlule’ eMidlands.,News Crawl 2019
"Before she quit the race, Sen. Kamala Harris, D-Calif., joined Booker with the largest outreach effort when it comes to turnout among communities of color. Booker's events, like Harris' earlier this year, drew consistently diverse supporters, where most campaign events usually skew older and white.","Ngaphambi kokuphuma emncintiswaneni, uSen. Kamala Harris, D-Calif., ujoyine uBooker ngomzamo omkhulu wokufinyelela uma kuziwa kubantu abasabelayo emiphakathini yabantu bebala. Imicimbi kaBooker, njengekaHarris ekuqaleni kwalo nyaka, yayiheha abasekeli abangafani njalo nje, kuyilapho imikhankaso eminingi ivame ukuheha abantu abamhlophe abakhulile kuphela",News Crawl 2019
"The new president should be someone who will begin the healing process and restore trust between survivors, students, alumni and the administration.","Umongameli omusha kufanele kube ngumuntu ozoqala inqubo yokwelapha abuyisele ukwethembana phakathi kwabasindile, abafundi, abafundisi kanye nabaphathi.",News Crawl 2019
"The series creator Morgan said: ""Emma is a brilliant talent who immediately captivated us all when she came in for the part of Diana Spencer. As well as having the innocence and beauty of a young Diana, she also has, in abundance, the range and complexity to portray an extraordinary woman who went from anonymous teenager to becoming the most iconic woman of her generation.""","Umakhi walolu chungechunge uMorgan uthe: “U-Emma uyithalente eliqhakazile owasikhanga sonke ngokushesha lapho efika ukuzongena endimeni kaDiana Spencer. Okunye anakho ngobuningi, ngaphezu kobuhle nobumsulwa bukaDiana osemncane, yikhono elanele lokuveza ubunkimbinkimbi bowesifazane ongavamile owasuka ekubeni itshitshi elingaziwa waba owesifazane odume kunabo bonke esizukulwaneni sakhe.”",News Crawl 2019
It's not like he's a stranger at all.,Akusikho neze ukuthi akaziwa.,News Crawl 2019
"Consider this your heads-up, beer enthusiasts.","Thathani lokhu ngokuthi niyavuswa, bathandi bakabhiya.",News Crawl 2019
Jeremy Corbyn's interview with Andrew Neil aired on BBC1 at 7pm on Tuesday evening and has already been torn apart by British voters.,Ingxoxo phakathi kukaJeremy Corbyn no-Andrew Neil isakazwe ku-BBC1 ngo-7 ngoLwesibili kusihlwa kodwa sebeyayihlaba bayayihlikiza kakade abavoti baseBrithani.,News Crawl 2019
"""Communist's Buy Sneakers Too""- Lebron, Basically.""","“AmaKhomanisi Nawo Ayawathenga Amateku- Lebron, Basically.""",News Crawl 2019
The al-Shabab armed group claimed responsibility for Monday's attack near a busy security checkpoint outside the Afrik Hotel.,Iqembu elihlomile le-al-Shabab lithe yilo elihlasele ngoMsombuluko eduze kwendawo ematasa yokuhlola ukuphepha ngaphandle kwe-Afrik Hotel.,News Crawl 2019
"Fast and Furious is now big enough to warrant its own spin-off, and that's exactly what it's getting with Hobbs and Shaw, featuring the title characters played by Dwayne Johnson and Jason Statham.","I-Fast and Furious isinkulu ngokwanele ukuthi ingaba neyayo ifilimu ephuma kuyo, futhi ilokho kanye okwenzekayo ngeHobbs and Shaw, ebonisa abalingiswa  abasesihlokweni abadlalwa uDwayne Johnson noJason Statham.",News Crawl 2019
"He is in good form and has come on for his run in Galway, so we are looking forward to bringing him back to Punchestown.","Usesimweni esihle futhi ukulungele ukugijima eGalway, ngakho sikubheke ngabomvu ukuphindela naye ePunchestown.",News Crawl 2019
"Ryabkov indicated last month that Russia was ""starting to gear up for a potential deployment of U.S. intermediate-range ground missiles"" and that ""decisions on response measures are being implemented.""",Ngenyanga edlule uRyabkov ugudlisele ukuthi iRussia “isiqala ukulungela ukuthumela kwe-U.S imicibisholo yasemhlabeni yebanga eliphakathi” nokuthi “kuthathwa izinyathelo ngezinqumo zokuthi kuzosatshelwa kanjani.”,News Crawl 2019
Our freedom must be preserved and defending.,Inkululeko yethu kumelwe ilondolozwe futhi ivikelwe.,News Crawl 2019
"On June 3, 2018, Alvey took his own life.","NgoJuni 3, 2018, u-Alvey wazibulala.",News Crawl 2019
"Before the match, Unai Emery said that he wasn't worried about the security of his job, and that he was just focusing on the next game.","Ngaphambi komdlalo, u-Unai Emery wathi wayengakhathazekile ngokulondeka komsebenzi wakhe, wathi futhi wayegxile emdlalweni olandelayo.",News Crawl 2019
He laughed in delight.,Wahleka uhleko lwenjabulo.,News Crawl 2019
"Wang added that what constitutes optimal circulating vitamin D levels during pregnancy and early childhood remains an active research question, and that their study results need to be replicated in other large populations.","UWang unezele wathi kusengumbuzo kubacwaningi ukuthi yini engamazinga amahle kakhulu okujikeleza kuka-vitamin D ngesikhathi sokukhulelwa nasemabangeni aphansi obuntwana, wathi futhi imiphumela yocwaningo lwabo indinga ukuphindwa emananini amakhulu abantu.",News Crawl 2019
"Democrats"" new faith outreach director launches 'listening sessions'","Umqondisi omusha wama-Democrats we-faith outreach wethula ‘izikhathi zokulalela’ 
",News Crawl 2019
"""Most of these guys aren't going to be farmers, but entrepreneurs,"" says Gilliam. ""But what they are learning is that there is real money in agreculture.""","“Abaningi balaba bafo ngeke libe abalimi, lizoba osomabhizinisi,” kusho uGilliam. “Kodwa abakufundayo ukuthi kukhona imali yangempela kwezolimo.”",News Crawl 2019
"On Thursday he issued his first warning to protesters, saying the unrest, now entering its third week, could create chaos in the oil- and natural gas-producing North African country.","NgoLwesine ukhiphe isixwayiso sakhe sokuqala kubabhikishi, ethi lezi zinxushunxushu, manje esezingena esontweni lesithathu, zingadala isiphithiphithi kuleli zwe laseNyakatho Afrika elikhiqiza uwoyela negesi yemvelo.",News Crawl 2019
"Leana Wen, the president of Planned Parenthood, said: ""At Planned Parenthood we will do whatever it takes to stop these dangerous bans so that our patients can continue to access the care they need. We're in the fight of our lives for our patients lives and we are ready to fight with everything we have.""","ULeana Wen, umongemeli we-Planned Parenthood, uthe: “Lapha ePlanned Parenthood sizokwenza konke okudingekayo ukumisa lokhu kuvinjelwa okuyingozi ukuze iziguli zethu zikwazi ukuqhubeka zikuthola ukunakekelwa ezikudingayo. Sisempini enkulu yokulwela impilo yeziguli zethu futhi sikulungele ukulwa ngakho konke esinakho.”",News Crawl 2019
"Will get them connected to a gymnastic academy if someone brings them to me,"" he wrote.",Wabhala wathi: Sizobaxhumanisa nesikhungo sokuzivocavoca uma othile ebaletha kimi.”,News Crawl 2019
One scene that aroused controversy among social media users who posted two scenes from the two shows featuring two actors standing in a basement in front of large amount of money with almost the same looks.,Isigcawu esisuse impikiswano phakathi kwabasebenzisi bezinkundla zokuxhumana abathumele izigcawu ezimbili ezivela kule mibukiso emibili ebonisa abalingisi ababili abami egumbini elingaphansi kwendlu phambi kwendimbane yemali bebukeka bethi abafane nse.,News Crawl 2019
She adjusted her bikini bottoms while walking in the shallowsCredit: BackGrid,Wathi ukulungisa i-bikini yakhe njengoba ehamba emanzini angajulileCredit: BackGrid.,News Crawl 2019
Sri Lanka's military said 15 people were killed during the raid including three wearing suicide vests and six children.,Umbutho wamasosha waseSri Lanka uthe ngesikhathi kugaselwa kufe abantu abangu-15 okuhlanganisa nabathathu abebegqoke amavesti okuzibulala nezingane eziyisithupha.,News Crawl 2019
We don't see each other often and I'd forgotten about it.,Asibonani njalo ngakho besengikhohliwe ngayo.,News Crawl 2019
He needed another attraction.,Wayedinga enye into ezomkhanga.,News Crawl 2019
"""Four would have been nice but three is great,"" he insists.","“Okune bekuzoba kuhle kodwa okuthathu kulungile,” esho ephikelela.",News Crawl 2019
"Marc and I had immediately contacted the TIU (Tennis Integrity Unit) to fully cooperate, and they confirmed there had been no investigation about that match at Wimbledon 2017.","Mina noMarc sasithinte i-TIU (Tennis Integrity Unit) ngokushesha ukuze sibambisane nayo ngokugcwele, baqinisekisa ukuthi akukho phenyo olwalwenziwe ngalowo mdlalo eWimbledon 2017.",News Crawl 2019
"""Excitement about a set comes first"" ... Baker and designer Chloe Lamford in rehearsals of The Antipodes. Photograph: Manuel Harlan",“Isasasa nge-set liza kuqala”...uBaker nomklami uChloe Lamford ekuprakthizeleni i-The Antipodes. Isithombe: Manuel Harlan,News Crawl 2019
Bitcoin prices were about 16% lower by Thursday afternoon.,Izintengo zakwa-Bitcoin zazicishe zibe ngaphansi kwama- 16% ngoLwesine ntambama.,News Crawl 2019
"""A stream culvert was blocked and it was being pumped out this morning,"" he said.","""Umsele wokudonsa amanzi emfudlaneni wawuvimbekile futhi uyavulwa ngokuwumpompa manje ekuseni,"" kwasho yena.",News Crawl 2019
It promised to offer alternatives to any community that loses its MLB affiliation.,Yethembisa ukuhlinzeka okunye kunoma yimuphi umphakathi olahlekelwa ubulungu bayo be- MLB.,News Crawl 2019
"Alcohol use disorder is a spectrum ranging from mild to severe, explains Dr George Koob, director of the US National Institute on Alcohol Abuse and Alcoholism.","Isifo sokusebenzisa utshwala siyizinhlobo sisuka kwesibekile siye kwesinzima kakhulu kuchaza uDkt George Koob, ongumqondisi Wesikhungo Sokusebenzisa Utshwala Kabi kanye Nobudakwa Obungasanqamuki kuZwelonke e-US.",News Crawl 2019
"Teasing the episodes, soap boss Kate Oates told Metro.co.uk: ""If you cross one Mitchell, you cross them all - there's a little bit of a twist in there as to who will strike the killer blow.""","Ukuxhokoloza ama-ephisodi, umphathi wamasophi u-Kate Oates watshela i-Metro.co.uk ukuthi: ""Uma weqa i-Mitchell eyodwa, uweqe wonke – kukhona ingijikhwebu encane kakhulu ngaphakathi laphaya yokuthi ngubani ozoshaya ingqindi elibulalayo.""",News Crawl 2019
"Some of the important factors driving the market growth are rising investments in the transmission & distribution infrastructure, government initiatives towards enhancing electricity access and rising share of renewable power generation. However, huge Cost of Equipment and strict environmental & safety regulations are some of the factors hindering the market growth. One of the major opportunities is extension or replacement of old switchgear at substations in developed regions.","Ezinye zezimpawu ezisemqoka eziqhuba ukukhula kwezimakethe izinga lokuzalisa imali elikhuphukayo kwingqalasizinda yokudlulisa nokwaba, imisebenzi kahulumeni eqaliswayo maqondana nokukhulisa ukufinyelela ugesi kanye nokwabelana okukhuphukayo maqondana namandla okukhiqiza ugesi enziwe kabusha. Kodwa, Izindleko ezinkulu Zezikhali zokusebenza kanye nemithetho yokuphepha nendawo esizungezile enzima ngezinye zezimpawu ezithikameza ukukhula kwezimakethe. Eyodwa yamathuba asemqoka ukwandisa noma ukuthatha indawo kwegeli lokukhanyisa elidala eziteshini ezincane ezifundazweni ezithuthukayo.",News Crawl 2019
I wrote more in hope than expectation last week.,Ngibhale kwaba kuningi ngokuphathelene nethemba kunokulindelekile evikini eledlule.,News Crawl 2019
"The Financial Times reported Wednesday that a ""personality clash"" with CEO Evan Spiegel was a factor in Stone's departure. Stone reportedly hoped to succeed former Chief Strategy Officer Imran Khan and was disappointed when two external hires took over the position instead. He also had a difficult time adjusting to a smaller company than his previous employer, Amazon, according to the FT.","I-Financial Times NgoLwesithathu ibike ukuthi ""ukungqubuzana kwendlela Yokuziphatha"" ne-CEO u-Evan Spiegel wayeyimbangela yokuhamba kuka-Stone. Kwabikwa ukuthi u-Stone wayethemba ukuthi uzolandela Owayeyi-Ofisa Lokwenza Isu Elikhulu u-Imran Khan wadaniswa ukuthi abantu ababili ababevela ngaphandle bathatha leso sikhundla. Waba futhi nesikhathi esinzima sokuzejwayeza inkampani encane kakhulu kuneyomqashi wakhe owedlule, i-, Amazon, ngokuya nge-FT.",News Crawl 2019
"From get-rich-quick schemes to get-fit quick-gizmos, our mindsets are geared to the route of least resistance.","Ukusuka kuzikimu zokuthi ucebe ngokushesha ukuya kuzisetshenziswa ezithi azibe yisigubevu ngokushesha, imiqondo yethu ilungiselelwe ukuya emzileni wokuzabalaza osezingeni eliphansi.",News Crawl 2019
This included a 0.9 per cent dip in manufacturing.,Loku kubandakanye ukwehla okungamaphesenti awu-0.9 wokukhiqiza.,News Crawl 2019
This is the country's tenth Ebola outbreak and it's getting worse every day.,Leli yihlandla leshumi lokugubhuka kwe-Ebola ezweni futhi kuyabhebhezeleka nsuku zonke.,News Crawl 2019
"""A lot of workers were involved in making these watches, and this is the final stage where I assemble these parts, imbued with their spirits and emotions, and shape them into a watch,"" she said. ""So, I am nervous and I always want to assemble better ones.""","""Abasebenzi abaningi babezibandakanya ekwenzeni lawa mawashi, futhi lesi isigaba sokugcina lapho ngihlanganisa khona lezi zingxenye, ezifakwe imimoya kanye nemizwa yazo, bese ngizakha zenze iwashi,"" kwasho yena. ""Ngakho-ke, nginovalo futhi ngifuna njalo ukuhlanganisa ezingcono kakhulu.""",News Crawl 2019
"""Cancer cells are characterized by a higher steady-state saturation of ROS than normal, healthy cells,"" Chen said.","""Amaseli omdlavuza anezimpawu zokugcwala kwesimo sokulingana esiphezulu kakhulu se-ROS kunalawo maseli ajwayelekile, anempilo,"" kwasho u-Chen.",News Crawl 2019
In the Studio With an Artist Who Makes Giant Woman-Shaped Vases,Estudiyo Neciko Elenza Amavasi Amakhulu Kakhulu Ayisimo Sowesifazane,News Crawl 2019
There is a memorial monument against the back wall where the plane came down.,Kukhona itshe lesikhumbuzo maqondana nodonga olungasemuva lapho indiza iye yaya phansi khona.,News Crawl 2019
"They have a really good balance in their side,"" Lyon said.","Banokulinganisana okuhle ngempela ngaphakathi kwecala labo,"" kwasho u-Lyon.",News Crawl 2019
Jeremy Corbyn appears poised to block Boris Johnson's offer of a pre-Christmas general election by telling his MPs to abstain in Monday's vote.,U-Jeremy Corbyn ubonakala eme ngomumo ukuvimbela umnikelo ka-Boris Johnson wangaphambi kukaKhisimusi okuwukhetho jikelele ngokutshela ama-MP akhe ukuthi azile kumavoti angoMsombuluko.,News Crawl 2019
"But there would be a chance of ""closer-to-average falls"" later in the season, Professor Stone said.","Kodwa kuzakubakhona  ithuba ""lokuwa okusondelene okuyi-avareji"" esikhathini esizayo sesizini, kwasho uSolwazi Stone.",News Crawl 2019
He was most recently seen in Irish cinemas in the John C Reilly and Joaquin Phoenix-starring western The Sisters Brothers.,Ubonakale kungekudala kumasinema ama-Irish ku-John C Reilly no-Joaquin Phoenix-umlingiswa osemqoka wangasentshonalanga Abafo Bodade.,News Crawl 2019
Smith has been lauded like few other players I have seen.,U-Smith uye wabashazwa njengbanye abadlali abambalwa engike ngababona.,News Crawl 2019
"As it happens, the people of Bacurau exist in a world that is disturbing enough without Kier and his tetchy customers.","Njengoba kwenzeka, abantu base-Bacurau bakhona lapha emhlabeni loku kuyahlukumezana ngokwanele ngaphandle kuka-Kier kanye namakhasimende akhe anenhliziyo encane nesimilo esibi.",News Crawl 2019
Dirt doesn't evolve.,Insila ayikwazi ukusombuluka.,News Crawl 2019
"Inspector Richard Latto said: ""We continue to extend our deepest sympathies to all of Jackie's family and friends at this very difficult time and our investigation to establish the full circumstances of the collision are ongoing.","Umhloli u-Richard Latto wathi: ""Siyaqhubeka nokudlulisa uzwelo olubuhlungu kuwo wonke umndeni nabangane baka-Jackie kulesi sikhathi esinzima futhi uphenyo lwethu lokuthi sikwazi ukuthola izimo eziphelele zokungqubuzana luyaqhubeka.",News Crawl 2019
"When I asked her whether they had a plan in place in case of a raid, she sighed heavily and told me that ""now, under this administration, I don't know of anything we can do other than wait and see what happens day-to-day.""","Ngenkathi ngimbuza ukuthi banalo yini uhlelo olukhona uma kungenzeka kube khona umbhudukezo, wabubula kanzima wase engitshela ukuthi ""manje, ngaphansi kwaloku kuphathwa, angazi yinoma yini esingayenza kunokulinda sibone ukuthi kwenzakalani ngosuku nosuku.""",News Crawl 2019
"BUSINESS improvement manager Rebecca Staunton, 39, lives near Leeds with her children Darci, eight, Quinn, six, and Woody, two. She says:","Umenenja wokwenza ngcono IBHIZINISI u-Rebecca Staunton, ona-39, uhlala eduzane nase-Leeds nezingane zakhe u-Darci, oneminyaka eyisishiyagalombili, u-Quinn, oneminyaka eyisithupha, kanye no-Woody, oneminyaka emibili. Uthi:",News Crawl 2019
"In the more than 70 self-portraits that make up South African artist and visual activist Muholi's exhibit, ""Somnyama Ngonyama, Hail the Dark Lioness,"" the artist reclaims the images of black and brown people who have historically been exoticized and othered in visual media. Here Muholi, whose pronouns are they/them, tells their own story.","Ngaphakathi kwezithombe zempela ezingama-70 ezenza amaciko aseNingizimu Afrika kanye nkubukiswayo kwesishosholozi sokubukwayo uMuholi,, i-""Somnyama Ngonyama, Bayede Bhubezikazi Elimnyama,"" usomaciko ubuyisa izithunzi zabantu abamnyama nabansundu abasisetshenziswa ngabavela kwamanye amazwe ngokomlando bafakwa nakuzinsiza zkuxhumana ezibukwayo. Lapha uMuholi, osebenzisa izabizwana bona, zisithela eyazo indaba.",News Crawl 2019
"It's: ""Oh God, I'm so terrible, I'm dreadful,"""" he says.","Ingu: ""Maye Jehova, ngimubi kakhulu, ngiyesabeka,"" kusho yena.",News Crawl 2019
Kyle: I prefer bread.,U-Kyle: Ngikhetha isinkwa.,News Crawl 2019
"Hoare was ordained at the Charlotte church in 2007 and prior to that served as a deacon there, according to a statement published by McSweeney at the time of his announced retirement.","U-Hoare wabekwa ebufundisini esontweni lase-Charlotte ngo- 2007 futhi ngaphambi kwalokho wayesebenza njengoMdikhoni lapho, ukuya ngesitatimende esashicilelwa yi- McSweeney ngesikhathi sokumemezela umhlalaphansi wakhe.",News Crawl 2019
"He said: ""I do think we're seeing an interesting period.","Wathi: ""Angicabangi ukuthi sibona isikhathi esinezindaba ezimnandi.",News Crawl 2019
"The 33-year-old was taken to Princess Alexandra Hospital with serious chest injuries by paramedics, including the high acuity response unit.","Umuntu mube oneminyaka engama-33 wamukiswa ngama-paramediki Esibhedlela i-Princess Alexandra elimele kanzima esifubeni, abandakanya iyunithi yokuphendula izimo ezinzima kakhulu.",News Crawl 2019
"She's a fan of Cologne striker Anthony Modeste, who celebrates the same way.","Ungothanda umshayi we-Cologne u-Anthony Modeste, obhiyoza ngendlela efanele.",News Crawl 2019
"Elana Caplan, who works in advertising, stopped by with her wife, Amber Brandes, a psychologist.","U-Elana Caplan, osebenza esikhungwini sezokukhangisa, uye wafika nonkosikazi wakhe u-, Amber Brandes, oyisayikholojisti.",News Crawl 2019
"After abandoning interest rate hikes, the U.S. Federal Reserve may this week signal cuts in borrowing costs as global turmoil erodes confidence, hitting stocks and global trade.","Emva kokulahla ukukhushulwa kwesilinganiso sentela, i-Federal Reserve yase-U.S. kungenzeka kuleli viki yenze isiboniso sokuphungulwa kwezindleko zokuboleka ngenkathi izinxakanxaka zezwe eliwumhlaba oyimbulunga zithombisa ukuzethemba, zishayanisa impahla kanye nokuthengisa embulungeni engumhlaba.",News Crawl 2019
"But the IL-12 genes placed in the tumor were genetically altered so that they could be switched on and off using a new drug called veledimex, Chiocca said.","Kodwa amajini e-IL-12 abekwe ngaphakathi kwe-tumor aye aguqulwa ngokwamajini ukuze akwazi ukukhanyiswa nokucinywa kusetshenziswa isidakamizwa esisha esibizwa ngokuthi yi-veledimex, kwasho u-Chiocca.",News Crawl 2019
"The United States Supreme Court, April 15.","Inkantolo Enkulu Yamacala YaseMazweni Abumbene, ngomhla ka-Apreli 15.",News Crawl 2019
Two people who should be together and should never have been apart are Sacha (Bob Barrett) and Essie (Kaye Wragg).,Abantu ababili okumele babe ndawonye futhi akumele bahlukane ngu-Sacha (u-Bob Barrett) kanye no-Essie (u-Kaye Wragg).,News Crawl 2019
Global use has soared over the past decade - particularly in the US following legalisation in some states.,Ukusetshenziswa embulungeni engumhlaba kuye kwaba kubi eminyakeni eyishumi edlule– ikakhulukazi e-US uma kulandelwa umthetho wabanye ohulumeni.,News Crawl 2019
GOP Senator Splits With Trump On North Korea: 'Those Strikes Are Disturbing',Isigele se-GOP Iyahlukana no-Trump Mayelana neKoriya eseNyakatho: 'Leya Mibhikisho Iyathikamezana',News Crawl 2019
Planned Parenthood has been battling the Missouri Department of Health and Senior Services for months to try and keep open its St. Louis clinic.,Ubuzali Obuhleliwe bukumshikashika wokubhekana NoMnyango Wezempilo wase-Missouri kanye Nezinsizakalo Zabantu Abadala izinyanga eziningi ukuzama ukugcina umtholampilo wabo wase-St. Louis uhlale uvuliwe/ungavalwa.,News Crawl 2019
The teams were level at full time but in extra time the former Currie wing Ben Robbins used the pace that won him a New Year Sprint title as a 16-year-old old to sprint to the line for the deciding score.,Amaqembu ayelinganisene esikhathini esiphelele kodwa ngesikhathi esengeziwe owayewuphiko lwe-Currie u- Ben Robbins wasebenzisa ijubane elamphnqobela isihloko sokuba Ngumgijimi Osheshayo Wonyaka Omusha njengomuntu owayeneminyaka eyi-16 owagijima ngesivinini esikhulu waya emgqeni wokuthatha isikoli esiyisinqumo.,News Crawl 2019
"The 19-year-old is the Leeds-born son of Alf-Inge Haaland, who spent three seasons at the Yorkshire club and spells at Nottingham Forest and Manchester City between 1993 and 2003.","Lona oneminyaka eyi- 19 indodana ka- Alf-Inge Haaland ezalelwe e-Leeds, owachitha amasizini amathathu eqenjini le- Yorkshire nezikhashana e- Nottingham Forest Kanye nase-Manchester City ngaphakathi konyaka ka-1993 noka- 2003.",News Crawl 2019
Oxlade-Chamberlain rifled home England's first on Thursday nightCredit: Alamy Live News,U-Oxlade-Chamberlain wafaka igoli lokuqala elabalwa leNgilandi ngoLwesine ebusuku. Yethulwe: Yi-Alamy Yezindaba Ezithulwa Bukhma,News Crawl 2019
"Austerity-hit countries crave investment, from any source.","Amazwe ehlelwa yizinkinga ezithile afisa ukuzaliswa kwemali, okuvela kunoma yimuphi umthombo.",News Crawl 2019
She was not available for comment as her aide was not responding to calls on her mobile phone.,Kade engekho ukunikeza imibono ngoba umsizi wakhe wayengekho ukuphendula izingcingo kumakhalekhukhwini wakhe.,News Crawl 2019
"While studying the genetics of a different, roughly 6,000-member family in the Colombian province of Antioquia with a now well-documented history of early-onset Alzheimer's disease due to a mutation in the PSEN1 (presenilin) gene, the researchers came across this other, smaller family presenting the same symptoms.","Ngenkathi ufunda amagenethiki ahlukile, angacishe abe ngamalungu omndeni esifundazweni saseKholombiya angama-6,000 ase- Antioquia anomlando obhalwe ngemfanelo manje wokuqalisa kwesifo se- Alzheimer ngenxa yokuphenduka kwejini ye-PSEN1 (i-presenilin), abacwaningi bahlangabezana nalona omunye umndeni, omncane owawethula izimpawu ezifanayo.",News Crawl 2019
"Earlier this week, it was reported that the Britain's Got Talent judge, 48, could be jetting off for Australia when the series returns this autumn.","Ngasekuqaleni kwaleli viki, kuye kwabikwa ukuthi ijaji le-I-Brithani Inethalenti, elineminyaka engama-48, kungenzeka lindizele e-Australia uma lolu hide lwe lubuya kulokwindla.",News Crawl 2019
"College Football Independence Bowl: Louisiana Tech versus Miami, 1 p.m. ESPN; Pittsburgh versus Eastern Michigan, 5 p.m. ESPN","Ibhawuli Ezimele Yebhola Likanobhutshuzwayo LaseKholiji: I-Louisiana Tech ingqubuzana ne- Miami, ngo-1 ntambama ESPN; I-Pittsburgh ingqubuzana ne-Michigan EseMpumalanga, ngo-5 ntambama ESPN",News Crawl 2019
"Emma was the second girl I'd met celebrating a birthday, and I wondered if visiting the ""Friends"" building was a new teen-age rite of passage, like getting your ears pierced.","U-Emma kwakuyintombazana yesibili engahlangana nayo eyayigubha usuku lwayo lokuzalwa, futhi ngazibuza ukuthi ukuvakashela ibhilidi ""Abangane"" kwakuwumkhuba omusha wokungena ezingeni lentsha, njengokubhoboza izindlebe zakho.",News Crawl 2019
Tory priorities more prominent than Labour's in TV coverage,Amagunya ka-Tory agqame kakhulu kunawe- Labour ekusakazweni yi-TV,News Crawl 2019
The heavily-armoured vehicle is made with 10mm-thick reinforced steel and 50mm deep bullet-proof windows.,Imoto evikelekile kakhulu yakhiwe ngensimbi eyelekelelayo engama-mm ayi-10 ubuhlonzi Kanye namafasitela angabhotshozwa yizinhlamvu awukujula okungama-mm angama-50.,News Crawl 2019
Drake: $39.5 million,U-Drake: amamiliyoni angama-$39.5,News Crawl 2019
3/31 Dwight Yorke on winning the treble for Manchester United in 1999,3/31 ngu-Dwight Yorke emva kokunqoba ngokuphinde kathathu enqobela i-Manchester United ngo-1999,News Crawl 2019
Image copyright Family handout Image caption Natasha Ednan-Laperouse died after an allergic reaction to a Pret A Manger baguette in 2016,Umndeni Wesimo selungelo lokushicilela unikeze Isimo isihloko esithi uNatasha Ednan-Laperouse washone ngemuva kokuzwela kuma-aleji we-baguette esikhumulweni sezindiza sase-Pret A Manger ngonyaka ka-2016,News Crawl 2019
It came at a time when he was playing well.,Yeza ngesikhathi edlala kahle impela.,News Crawl 2019
The latest poll places the Lib Dems on 14 per cent and the Brexit Party on 3 per cent.,Izindawo zokuvota ezigcinileyo ama-Lib Dems kumaphesenti ayi- Kanye noMbutho we- kumaphesenti ama-3.,News Crawl 2019
Judge rejects Trump DOJ's request to delay Don McGahn testimony,Ijaji linqaba isicelo se-DOJ sika-Trump sokulibazisa ubufakazi buka-Don McGahn,News Crawl 2019
"""Itâ™s so sad,"" she said. ""Iâ™m happy that I got out with my life.""","""Ku™bi kakhulu,"" kwasho yena. ""Ngi™jabule kakhulu ukuthi ngiphumile ngempilo yami.""",News Crawl 2019
"Today, it boggles the mind to imagine Shinjuku, the busiest train station in the world, a place choked by roads and malls, as the site of a large gathering. In fact, says Ota, 1969 was a turning point - the moment Japan's idea of space was twisted into something for shopping, not for social activity. ""In my opinion, it was the turn of tendency from the 1950s and 60s idea of a plaza for democracy to the 70s and 80s idea of streets for commerciality.""","Namhlanje, kuhlupha umqondo wami ukucabanga ukuthi i- Shinjuku, okuyisiteshi sesitimela esiphithizela kakhulu emhlabeni wonke jikelele, yindawo eqinaniswe yimigwaqo kanye nezitolo eziningi, njengendawo yabantu bemibuthano emikhulu. Okuyiqiniso, kusho u-Ota, unyaka ka-1969 kwakuyisikhathi senguquko – umqondo wesikhala waseJapani wawusontiwe wenziwa into ethile yokuthenga, okwakungeyona yemisebenzi yenhlalonhle. ""Ngokombono wami, kwakuyinguquko yendlela yokwenza ukusuka eminyakeni yawo-1950 kanye neyawo-60 yombono weplaza wentandoyeningi yawo-70 kanye nawo80 okungumqondo wesitaladi zokwenzelwa amabhizinisi kuzo.""",News Crawl 2019
