zu,en,source
UMasipala waseThekwini angeke wethweswa cala ngamathenda afike ngemuva kwesikhathi.,The eThekwini Municipality will not be held liable for late tenders.,Newspaper
Lo mdlandla esiwubone ngesikhathi salolu khetho kumele siphinde siwubone futhi ngesikhathi seziMbizo yeMeya okuhloswe ngazo ukuthi sikwazi ukuxoxisana nezakhamizi.,The enthusiasm we saw during the election should be seen again during the Mayor's Convocation which is intended to engage with the people.,Newspaper
Lokhu bekuyingxenye yeDolobha yokuqinisekisa ukulandelwa kwemithetho yalo ngaso sonke isikhathi.,This was always part of the City’s commitment to compliance with its laws.,Newspaper
Le phrojekthi kwakungeyokuqala yaloluhlobo e-Afrika.,This project was the first of its kind in Africa.,Newspaper
Ukuphuza uphuzo oludakayo ngesikhathi ushayela noma uhamba emgwaqeni akuvumelekile.,Drinking alcohol while driving or on the road is not permitted.,Newspaper
Imininingwane yesikhathi nendawo yomhlangano iyoqinisekiswa kulabo ababhalisile njengoba kuchaziwe lapha.,Details of the time and place of the meeting will be confirmed to the subscribers as set out here.,Newspaper
Lesi senzo sikaMasipala weTheku sesishayelwe ihlombe ngamalungu omphakathi kule ndawo kanye nosomabhizinisi bakhona.,The eThekwini Municipality's move has been applauded by members of the local community and business community.,Newspaper
Lolu hlobo lwesisi yilo oluyimbangela enkulu yokwenyuka kwmazinga okushisa emhlabeni nokuguquka kwesimo sezulu.,This type of emissions are a major cause of global warming and climate change.,Newspaper
Ukuhlahla kulendawo nokuqoqwa kwadoti kumahhala.,Locating and garbage collection is free.,Newspaper
Lokhu kusize lo mnyango wakwazi ukuwahlukanisa ngokolwazi analo.,This has enabled the department to classify them according to its expertise.,Newspaper
Njengoba uMkhandlu uqale loluhlelo elihambela phakathi kwa-Ward 12 no 14 lokhu kwenziwa ngenhloso yokuthuthukisa zimpilo zabantu.,As the Council embarked on a program that runs between Wards 12 and 14 this is done with the aim of improving people's lives.,Newspaper
Lokhu kulandelo ukwanda kwezigameko lapho abantu bengena ngokungemthetho ezindlini ezisakhiwa.,This is in line with the increase in cases of illegal entry into houses under construction.,Newspaper
"Amarates akhokhwa yibo bonke abanikazi bezakhiwo noma ngabe ngezokuhlala, ezohwebo, ezinobunikazi ngokuhlanganyela njengamafulethi, ngisho nohulumeni imbala uyawakhokha. 3.","Rates are paid by all property owners whether it is residential, commercial, jointly owned as flats, even the government pays them. 3.",Newspaper
Lolu utshalomali olukhulu oluye lwenziwa yiDolobha ukuheha utshalomali lomkhakha ozimele.,This is the largest investment the City has made to attract private sector investment.,Newspaper
Lo mzuliswano ube yimpumelelo lapho intsha engaphezu kuka-100 ibe yingxenye yalolu hlelo.,The round was a success with over 100 young people taking part in the program.,Newspaper
Lokhu kuphinde kusize izakhamizi ukuba zibone ibanga eselihanjiwe ekuqhakambiseni nasekuvikeleni amalungelo abantu.,This also helps citizens to see the progress that has been made in promoting and protecting human rights.,Newspaper
Lo mbukiso ubuse-Smart Xchange kanti bekuhloswe ngawo ukubungaza usuku lwamalungelo.,The show was hosted by Smart Xchange and aimed to celebrate Rights Day.,Newspaper
"Kodwa ke, ngabe konke lokhu kubasiza kanjani abantu baseThekwini?","However, how does all this benefit the people of Durban?",Newspaper
Umcimbi wokunikelwa kwemifaniswano ezikoleni ezingu-11 ububanjelwe eBambanani Hall KwaNyuswa kamuva nje.,A uniform donation event for 11 schools was held at Bambanani Hall in KwaNyuswa recently.,Newspaper
Noma singakazi kahle ukuthi ngomnotho ingakanani inzuzo etholakele kodwa kuhlawumbiselwa ukuthi cishe ingaphezu kukaR100 million inzuzo eyenziwe ngokusingatha lomcimbi.,"Although we do not know exactly how much profit the economy has received, it is estimated that more than R100 million has been made from hosting the event.",Newspaper
Uyacelwa ukuthi ugcwalise ifomu bese ulifaka ebhokisini elifanele noma ushayele ucingo kule nombolo: 0800222365 (inombolo yamahhala) uma ufisa ukuzwakalisa umbono wakho.,Please complete the form and put it in the appropriate box or call 0800222365 (toll free number) if you wish to comment.,Newspaper
Yonke imibuzo: Ucingo: 031- 322 7131 (J Coopasami).,All inquiries: Tel: 031- 322 7131 (J Coopasami).,Newspaper
Ngemuva kwalokhu ukuqoqa kwethu amarates kwaqonga kwafinyelela ku-104%- okwakungakaze kwenzeke kanti kungenxa yalezi zinguquko sikwazile ukwenza lokhu nje.,"After this our collection of rates rose to 104% - which was unprecedented and due to these changes, we were able to do just that.",Newspaper
Amalungu ale nhlangano ajwayele ukuhlangana ukuze adingide izinkinga ezikhungethe abantu bendawo.,Its members often meet to discuss issues of common concern.,Newspaper
Lokho kwaholela ekongeni u-838 236 kilowatts ngonyaka.,That resulted in saving 838 236 kilowatts a year.,Newspaper
"UMphathi weHhovisI lamaThuna uPepe Dass uthe loluhlelo luzokwenza kubelula ukuhlela ezokungcwaba. �Sijabule ngaloluhlelo, luzoqinisekisa ukuthi amarekhodi agcinwe kahle.",Cemetery Office Manager Pepe Dass said the plan would make it easier for funeral arrangements to be made. We are excited about this program; it will ensure that records are kept well maintained.,Newspaper
Muva nje ithimba laseLibreville ebeliholwa yiPhini leMeya lesibili uChristian Oddou Mba lihlangane nobuholi baseThekwini nalapho kuvunyelwano khona ukuthi lobu budlelwano buzoba nemihlomulo eminingi.,Recently a Libreville delegation led by Second Deputy Mayor Christian Oddou Mba met with the Durban leadership and it was agreed that the relationship would have many benefits.,Newspaper
"UMotunane uthe ngaphezu kwayo yonke imizamo kaMasipala yokuletha izidingongqangi endaweni yaseBelverede, abantu bayaqhubeka nokubeka izimpilo zabo engcupheni ngokuxhuma ugesi ngalolu hlobo.","Motunane said despite all the Municipality's efforts to provide services to the Belverede area, people continue to risk their lives by connecting to electricity in this way.",Newspaper
Sebezokwazi nokuqopha kalula umsebenzi abawenzayo ozokwenza kube lula ukuthi utholakale uma udingeka eWadini.,They will also be able to easily record the work they do which will make it easier to find if needed in the Ward.,Newspaper
Umuntu owazi kabanzi ngokufakwa kwamapayipi endle waqashwa ukuba awenze lowo msebenzi nokuyinto eyaqinisekiswa ngaphambi kokuba kukhishwa isitifi keti sokuba abantu bahlale khona.,"A person who knows more about plumbing was hired to do the job, which was confirmed before a certificate was issued for people to live there.",Newspaper
Lokhu kugonywa kwezingane kuzosiza kakhulu ekutheni izingane zivikeleke ezifweni eziningi ezithelelanayo njengokuphathwa amadlebe nesifo sofuba nezinye izifo.,These childhood immunizations will go a long way in protecting children from many infectious diseases such as ear infections and tuberculosis and other diseases.,Newspaper
Onke lama-globe ashinthswa kwasetshenziswa amasha ayiLight Emitting Diodes (LEDs) wona asebenzisa u-300 watts nje kuphela.,All these globes are replaced with new Light Emitting Diodes (LEDs) which use only 300 watts.,Newspaper
uRomita Hanuman uyabika.,Ramita Hanuman reports.,Newspaper
Kodwa ke alupheli usuku singazitholanga izikhalazo siwuMasipala umphakathi ukhala ngokwakhiwa ngaphandle kwemvume.,"However, not a day goes by that we do not receive any complaints as a Municipality.",Newspaper
Imihlangano elandelayo izomenyezelwa emuva kokubekwa koMkhandlu oKhethekile.,Subsequent meetings will be announced after the appointment of the Special Council.,Newspaper
Amakhotheshini afike emva kwesikhathi ngeke amukelwe.,Late quotations will not be accepted.,Newspaper
"Abanesifiso sokwenza lo msebenzi, bayacelwa ukuba bathumele iziphakamiso zabo ngaphambi kuka-16:00 mhlaka 2012-02-17.","Those wishing to do this work, are requested to submit their proposals before 16:00 on 2012-02-17.",Newspaper
"UDu Plessis uthi kufakwe indlela yokuheha intuthuko enkulu enqubeni yamarates ngohlelo lokubuyiselwa izimali ezikhokhiwe, inqobo nje uma kuhlangatshezwana nemibandela ebekwe nguMkhandlu.","Du Plessis said a mechanism had been put in place to attract major improvements to the rates system through the reimbursement process, provided that the criteria set by Council were met.",Newspaper
Lolu hlelo lube nomthelela kumabhizinisi angalinganiselwa ku-3500 ngokusebenzisa izinqubo zokuhlaziya izidingo zamabhizinisi.,The program has impacted on approximately 3500 businesses through business needs analysis processes.,Newspaper
I-International Society of City and Regional Planners yinhlangano yabahleli bezakhiwo bamazwe omhlaba jikelele.,The International Society of City and Regional Planners is an international architects' association.,Newspaper
Ukuthuthukiswa kwemboni yezamafilimu UThalente Zuma usebenza njengomthwebuli wamafilimu osaqeqeshwa esebenza e-studio soZalo.,Film industry development Talente Zuma works as a trainee filmmaker working in Zalo's studio.,Newspaper
Ukuqeqeshwa kuzokwenzeka sekuphume isikole kanti abashovi abancane kuzofanele baqale baqedele umsebenzi wabo wesikole ngaphakathi esikhungweni ngaphambi kokuba baqale ukuqeqeshwa.,Training will take place after school and young riders will have to complete their homework within the center before they can start training.,Newspaper
Ngeminye imininingwane shayela ku: 031 311 4721 Ngo-2030 iTheku liyobe lingu ngqa phambili.,For more information call: 031 311 4721 By 2030 Durban will be the first.,Newspaper
Imali eyengeziwe yenkontileka = R97 636 700 kuze kuphele le phrojekthi ngo-2020.,Additional contract costs = R97 636 700 by the end of this project by 2020.,Newspaper
Njengokuthi nje amapulangwe asuke ebeke impahla angasetshenziswa ukwakha ifenisha yasengadini. � Uke ucabange ukusebenzise ukudla okudala engadini njengomanyolo?,Just like planks can be used to make garden furniture. Have you ever considered using old garden food as fertilizer?,Newspaper
Lokhu kubeka iTheku njengedolobha elinegalelo elikhulu ezwenikazi lase-Afrika.,This places Durban as a major contributor to the African continent.,Newspaper
Yonke imibuzo: Nelisiwe Mngadi: Ucingo: 031-311 7758.,All inquiries: Nelisiwe Mngadi: Tel: 031-311 7758.,Newspaper
UMbuyisa uthe�Akekho umsebenzi ovumeleke ukuba aqoqe imali emphakathini noma ngabe eyani.,Mbuyisa said “No employee is allowed to raise money from the community no matter what”.,Newspaper
Lokhu kuvele emuva kokuthi uMnyango wezaManzi uthole iBlue Drop Award eklonyeliswa nguMnyango wezaManzi eNingizimu Afrika.,This comes after the Department of Water Affairs received the Blue Drop Award presented by the South African Department of Water Affairs.,Newspaper
"U-86% wamapayipi aqhumile ulungiswa kungakapheli ngisho usuku, kanti u-95% ulungiswa esikhathini esiyizinsuku ezimbili.","86% of burst pipes are repaired within a day, and 95% are repaired within two days.",Newspaper
Iziphakamiso ezithunyelwe ngekhompuyutha angeke zamukelwe futhi abaletha iziphakamiso bazosayina irejista.,"Electronic submissions will not be accepted, and submissions will be signed off.",Newspaper
"UMhlali wakwaMashu onemimyaka engu-61 ubudala, uNonhlanhla Biyase uthe usanda kwaziswa ukuthi angasifaka isicelo segiza yohlobo lwe-Shisa Solar. �Lezi izindaba ezimnandi.","A 61-year-old resident of KwaMashu, Nonhlanhla Biyase, said she had just been informed that she could apply for a Shisa Solar geyser. This is good news.",Newspaper
Ukuvala umpompi uma uxubha kungonga amalitha angu-6 amanzi � Vala umpompi uma ushefa � Ungavuleli amanzi uma uwasha izitsha.,Turning off the tap when brushing can save 6 liters of water. Turn off the tap when shaving. Do not turn on the water when washing dishes.,Newspaper
Ngemuva kweVodacom Durban July umnotho waseThekwini uphinde wathuthuka.,After Vodacom Durban July the Durban’s economy has re-emerged.,Newspaper
Udoti osanda kutholakala emabhishi ethu emuva kwezikhukhula zakamuva awugcini nje ngokuba nomthelela olwandle kuphela kodwa ubulala ubuhle balezi zindawo.,The debris found on our beaches after the recent floods not only has an impact on the sea but also kills the beauty of these areas.,Newspaper
Kunethimba eseliqokiwe ukuthi libhekane ngqo nokuqhubeka komsebenzi kulelilokishi.,A task team has been appointed to oversee the ongoing work in the township.,Newspaper
UMnyango weDolobha wezobuCiko namaSiko usemaphethelweni noHlaka lweCreative Industry Strategy okuhloswe ngalo ukubhekelela nokuxhaswa kwalo mkhakha.,The City's Department of Arts and Culture is in the process of finalizing the Creative Industry Strategy which aims to address and support this sector.,Newspaper
"I-Imagine Durban yenza konke okusemandleni ukuqikelela ukuthi ukongiwa kwemvelo kuyasabalala,� kusho uGill.","Imagine Durban is doing its best to ensure that conservation is spread, Gill said.",Newspaper
IMeya ibonge bonke abethameli nababe yingxenye yalezinxoxo. �Ngifi sa ukubonga bonke abahlali ngokuthamela kwabo uhlelo lwethu lokwethulwa kwesabelomali.,The Mayor thanked all the audience and those who were part of the discussions. I would like to thank all the residents for attending our budget launch.,Newspaper
Ukuze iMeya igcine izethembiso zayo izodinga ukubambisana nabo bonke abathintekayo nezifiso zabo ezahlukene.,For the Mayor to keep his promises he will need to work with all stakeholders and their different aspirations.,Newspaper
Kwi-akhawunti yesibili lowo enginikwe yena ukuthi angifundise onelungelo lokuyisebenzisa noma asayine phansi uma ibhizinisi lidinga imali.,In the second account the one I was given to teach me who has the right to use it or sign it down if the business needs money.,Newspaper
"UNdunankulu uSenzo Mchunu, uNgqongqoshe woMnyango wezokuBusa ngokuBambisana neziNdaba zoMdabu uNomusa Dube-Ncube neMeya yeTheku uJames Nxumalo.","Premier Senzo Mchunu, Co-operative Governance and Traditional Affairs Minister Nomusa Dube-Ncube and eThekwini Mayor James Nxumalo.",Newspaper
"Amakhwaya azoqhudelana ngaphansi kwemikhakha emibili, amakhulu (anabaculi abangu 49-60) ajwayelekile (anabaculi abangeqile kwabangu-48).","The choirs will compete in two categories, the largest (with 49-60 artists) in general (with no more than 48 artists).",Newspaper
Le phrojekthi ibekelwe imali elinganiselwa kuR30 million kwisabelomali sika-2016/17.,The project is budgeted for approximately R30 million in the 2016/17 budget.,Newspaper
"Sandile Maphumulo uthe, �Uma abantu bezwa ngaloluhlobo lwama robhothi bayaye bacabange ukuthi ugesi awukho ngoba manje simatasa ngohlelo lokuphehlwa kwamandla kagesi.",Sandile Maphumulo said. When people hear about these types of robots they often think that there is no electricity because we are now busy with power generation.,Newspaper
Sinamakomidi asebenza okuhlolwa kwamabhuku ngaphandle nangaphakathi kanye noMnyango wethu wobuQotho noPhenyo.,We have active internal and external audit committees and our Integrity and Investigation Department.,Newspaper
Abadlali bayacelwa ukuba baphathe izitifiketi zabo zokuzalwa ezinesigxivizo sasesikoleni.,Players are requested to bring their school-born birth certificates.,Newspaper
Leli bhasi liqale ukuhlolwa ngo Meyi.,The bus was first inspected in May.,Newspaper
Ezinye izindlela zokukhokha zibandakanya ukukhokha ebhange (EFT).,Other payment methods include bank transfer (EFT).,Newspaper
Peter Young Umthetho wasolwandle sihlose ukulawula indlela abantu abakwazi ukufi nyelela ngayo olwandle kanye nendlela abaziphatha ngayo.,Peter Young Maritime law aims to regulate access to and behavior of people at sea.,Newspaper
UMasiplala uyobe esesiza leyo nhlangano isiphakamiso sayo esamukelwe ngoxhasomali (igrant- in-aid).,The Municipality will then assist the organization with its grant-in-aid proposal.,Newspaper
Lemboni iyona engumgogodla ekuguquleni umnotho nongenisa u6% kwi GDP ye Ningizimu Afrika kanti yenza 12% wemikhiqizo eya kwamanye amazwe.,The industry is the backbone of economic transformation that contributes 6% to South Africa's GDP and accounts for 12% of its exports.,Newspaper
Nokuthuthukiswa komnotho kubaluleke kakhulu.,Economic development is also very important.,Newspaper
"Xhumana noMnyango wezeZindlu esitezi sesi -13, eShell House ku 221 Anton Lembede (Smith) Street.","Contact the Department of Housing on the 13th floor, Shell House at 221 Anton Lembede (Smith) Street.",Newspaper
"Udoti uyaqoqwa ngaso sonke isikhathi, imigwaqo iyalungiswa, izindlu ziyakhiwa, imitholampilo iyasebenza, imitapo yolwazi iyasebenza kanti imisebenzi yokulungisa isiqalile.","Garbage is collected regularly, roads are repaired, houses are built, clinics are in operation, libraries are in operation and maintenance work has begun.",Newspaper
Nawo awomtapolwazi waseMpumalanga anazo izindawo zokuxhuma i-USB.,Eastern libraries also have USB ports.,Newspaper
Konke lokhu sekuhlangene kwenzwa uhlelo eligxile ekuthuthukeni komnotho nokukhula kwabantu ezindawni zoMkhandlu yilokhu okusungule uhlelo lemnyaka engu-20.,All of this has come together as a result of a program focused on economic development and population growth in the Council's areas and the establishment of a 20-year plan.,Newspaper
Izikhulumi ezinihlonze zethule amaphepha ashukumisa ingqondo nezibonelo ezihlaba umxhwele zokutholakele ocwaningweni ngezindaba zomphakathi obamba iqhaza osuphumelele.,The keynote speakers presented thought-provoking papers and fascinating examples of successful community research studies.,Newspaper
Ngingalithola kanjani nami ifulethi kuleya ndawo?,How can I get a flat in the area?,Newspaper
"Lokho kufakazelwa yizindondo esithe saziwina emikhakheni ehlukene, okubalwa kuyo ukuhlaliswa kwabantu, ezokuthutha, ukuvikelwa kwemvelo kanye namanzi nokuthuthwa kwendle.","This is evidenced by the awards we have won in various fields, including human settlements, transport, environmental protection and water and sanitation.",Newspaper
Inhloso bekuwukuthi baqeqeshwe ukuthi la manzi asebenza kanjani nokuthi baziswe ukuthi la manzi awanabo nhlobo ubungozi.,The aim was to train them on how to use the water and to inform them that the water was safe.,Newspaper
U-Singh uthe abadayisi sebengakhululeka manje baqale phansi badayise ngoba emuva kokuba lemakethe ibivaliwe isikhathi eside ngenxa yomlilo isiphinde yalungiswa kabusha.,Singh said traders could now be free to resume trading because after the market had been closed for a long time due to the fire it had been rebuilt.,Newspaper
Usomlomo uthe ukukhethwa kwamakomiti angu 33 kuqediwe ngesonto eledlule.,The speaker said the election of 33 committees was finalized last week.,Newspaper
Leliqembu lombhoxo lizodlala imidlalo emithathu emalokishini.,The rugby team will play three matches in the townships.,Newspaper
Lo mcimbi owaziwa ngokuthi yi-Codefest wenzeke kusukela kumhlaka 8-22 Ephreli 2016 eNyuvesi yaKwaZulu-Natali.,"The event, known as Codefest, took place from 8-22 April 2016 at the University of KwaZulu-Natal.",Newspaper
Ngesonto likashwele izinhlawulo azizubanjwa kulabo abathintekayo.,"During the amnesty week, fines will not be withheld from those involved.",Newspaper
Ucwaningo lukhombisa ukuthi ukufakelwa kukagesi welanga ezindaweni zasemakhaya sekongele izakhamizi imali ephakathi kukaR81.00 no-R188.00 ngenyanga njengoba kuthengwa amakhandlela nezinkuni.,Studies show that installing solar panels in rural areas has saved residents between R81.00 and R188.00 a month with the purchase of candles and firewood.,Newspaper
"Ababhali abahamba phambili ababhala izindaba ezimfusha, nezincwadi, izinkondlo ngabanye abalindelekile.","Leading writers who write short stories, and books, individual poems are expected.",Newspaper
Cities we need� ibihlelwe ngokubambisana neNyuvesi yaKwaZulu-Natali phakathi komhlaka 9 no-11 Septhemba.,Cities of need was organized in partnership with the University of KwaZulu-Natal between 9 and 11 September.,Newspaper
"Njengoba iTheku, ne-Afrika yonkana begubha i-Africa Month ngoMeyi, sibheka kabanzi izinhlelo zalo mnyango.","As Durban, and the rest of Africa celebrate Africa Month in May, we take a closer look at the department's plans.",Newspaper
"Kulolu hlelo oluthathe izinsuku ezine, amakhansela abefundiswa ngezinto ezivamise ukutholakala emkhakheni kaMasipala kanye nalezo eziphathelene nezidingo zomphakathi.","During the four-day program, councilors were educated on common ground in the municipal sector and those related to community service.",Newspaper
"UCele osayine neqembu lasePortugal, iReal Sport Clube esuka kwiKwaZulu- Natal Football Academy XI wemukelwe ngezandla ezifudumele ngabalandeli kanye nozakwabo kuleli qembu lasePortugal.","Cele, who signed with Portugal's Real Sport Clube from the KwaZulu-Natal Football Academy XI, was warmly welcomed by fans and colleagues in the Portuguese club.",Newspaper
I-James Nxumalo Education Trust ngokuba-mbisana ne-Gem clothing stores seyinikele ngomfani-swano ezikoleni ezinhlanu eThekwini namaphethelo.,The James Nxumalo Education Trust in partnership with Gem clothing stores has donated the same to five schools in and around Durban.,Newspaper
Azogxila ezitimeleni nokwandisa ichweba.,They will focus on trains and expand the port.,Newspaper
"Usuku lokugcina lokulethwa kweziphakamiso umhlaka 16 Febhuwari 2012, ngo-12:00.","The closing date for submissions is 16 February 2012, at 12:00.",Newspaper
Uhlelo lwabo lokuhlinzeka izikole ngamanzi ukuzisiza okwesikhashana ukuze kuqinisekiswe ukuthi ukufunda akuphazamiseki ngenxa yokushoda kwamanzi.,Their program is to provide schools with water to help them temporarily to ensure that learning is not disrupted due to water shortages.,Newspaper
"Njengendlela yokusombulula le nkinga, umnyango wakwa- Business Support, Markets and Durban Tourism ufisa ukuhlela umhlangano wosuku wokuxoxisana phakathi kwamabhange namabhizinisi amancane.","As a solution to this problem, the Department of Business Support, Markets and Durban Tourism wishes to arrange a day-to-day consultation meeting between banks and small businesses.",Newspaper
USithole uthe ikomidi lizohlela amasu ebhizinisi angajwayelekile. �Sizobheka indawo yezezimali esisebenza kuyo nokuthi isiguquke kangakanani.,Sithole said the committee would devise unusual business strategies. We will look at the financial environment in which we operate and how much it has changed.,Newspaper
"Ngaphezu kwalokho, sifi sa ukuxwayisa umphakathi ngabantu abafuna ukuwusebenzisa ngabezindaba ngoba bengahambisani nesinqumo esithize zikaMasipala.","
In addition, we would like to warn the public about the people who want to use it through the media because they do not agree with a particular decision of the Municipality.",Newspaper
Amanzi niyawabona njalo ephuma empompini.,You can always see the water coming out of the tap.,Newspaper
"THEO BOPHELA (Umculo Nokuzijabulisa) UTheo Bophela owazalelwa eMtshezi emndenini wamakholwa ngo-1931, wayesondelene nomculo wokholo azisa futhi ebona nezinye izinhlobo zomculo esemncane kakhulu.","THEO BOPHELA (Music and Entertainment) Theo Bophela who was born in Umtshezi to a religious family in 1931, was close to the music of faith and introduced other forms of music at a very young age.",Newspaper
"Lo mcimbi ubungoLwesihlanu, mhlaka 26 Febhuwari 2016.","The event was on Friday, 26 February 2016.",Newspaper
"Futhi-ke ngoba wayebona ukuthi impilo yabo angahambisana nayo, wasale esehlala nabo.","And then because he saw that their life could go on, he stayed with them.",Novel
Umhlangano wokuhlela isu lokungenelela ububanjwe ngenyanga eyedlule.,An intervention planning meeting was held last month.,Newspaper
"Ukuze sikwazi ukulwa nesomiso, uMaytham uthe kumele siqondwe kahle isimo sokusetshenziswa kwamanzi.","
In order to fight the drought, Maytham said we need to better understand the water use situation.",Newspaper
"Kulesikhathi silindele izihambi ukuzochitha amaholidi edolobheni lethu, sithanda ukuzamukela sibafisela nenjabulo kulamaholidi.","At this time, we are expecting guests to spend the holidays in our city, we would like to welcome them and wish them all the best for the holidays.",Newspaper
Yonke imibuzo: Ucingo: 031- 311 3212 (Malusi Mhlongo).,All inquiries: Tel: 031- 311 3212 (Malusi Mhlongo).,Newspaper
Ishisanyama ewaqwaqwade amakhanda wonke eThekwini kube yiCafe' Skyzer yaseChesterville kanti i-One and Only yaKwaMashu ilale isibili.,The hottest Shisanyama in Durban was Cafe 'Skyzer in Chesterville and One and Only in KwaMashu was second.,Newspaper
Abasebenzi boMnyango kaMasipala kaGesi basebenza ubusuku nemini bezama ukulungisa le nkinga kuzona zonke izindawo ezikhahlamezekile.,Electricity officials from the Electricity Department are working around the clock to address the problem in all affected areas.,Newspaper
Izicelo kufanele ziphelezelwe yilokhu okulandelayo: 1.,Applications must be accompanied by the following: 1.,Newspaper
"Lokhu sikusho ngoba ngezikhathi zasemini amathangi agcina amanzi ayavulwa ukuze ehlisele kumathangi angaphansi amanzi, okuyiwona aphehla ugesi.","We say this because during the day the water storage tanks are opened to lower the water tanks, which generate electricity.",Newspaper
"Eminye imininingwane itholakala ku-Braveman Hlubi kule nombolo yocingo 031-311 4374, phakathi kuka-08:00 no16:00.","Further information is available from Braveman Hlubi at 031-311 4374, between 08:00 and 16:00.",Newspaper
Isigaba sesibili saqhubeka ngoDisemba 2011 lapho kwalungiswa izindlu ezingu- 91 saqedwa ngo-30 Mashi 2012. �Ngo-2009 kwaqalwa ukulungiswa kwaphinde kwamiwa ngenxa yokushoda kwemali.,The second phase continued in December 2011 when 91 houses were repaired and completed by 30 March 2012. In 2009 renovations were started and stopped due to lack of funds.,Newspaper
Unxusa umphakathi ukuthi uqhubeke nokunikela emitholampilo yakwa yakwa-SANBS eseduze nabo.,He urges the community to continue donating to the nearest SANBS clinics.,Newspaper
UGogo Khanyile ubejabule ukuthola indlu yakhe emva kokuhlala kwamakhelwane isikhathi eside.,Granny Khanyile was happy to find her house after a long stay in the neighborhood.,Newspaper
Ngokubhalisela ukuvota uthi nawe uyafuna ukuba yingxenye yokuqinisekiswa kwentando yeningi.,By registering to vote you say you also want to be a part of the guarantee of democracy.,Newspaper
Lenhlangano eyaziwa nge- Institute for Municipal Finance Officers ihlose ukuqinisa amaxhama okuphathwa ngemfanelo kwezimali zomasipala.,The Institute for Municipal Finance Officers aims to strengthen the relationship between municipal financial management.,Newspaper
Isonto lisekhoneni lemigwaqo engu Denis Hurley (Queen St) no Cathedral Rd.,The church is on the street corner of Denis Hurley (Queen St) and Cathedral Rd.,Newspaper
Yayingekho nhlobo inkululeko yasekhaya.,There was no domestic freedom.,Novel
Ngingazi ngani ukuthi kukhona amanzi avuzayo endaweni yami? - Kungenzeka kuvuze ngaphansi komhlabathi endaweni yakho ungaboni uze ubone ngesikweletu samanzi esingakholeki.,How do I know if there is a leak in my area? - It may leak under the ground in your area without seeing until you see an incredible water bill.,Newspaper
Iningi lethu lizosichitha lesi sikhathi nabangani nemindeni abanye bazozishayelwa ngumoya emaholidini.,Most of us will spend this time with friends and family and some will be blown away by the holidays.,Newspaper
Usesebenzele uMkhandlu amathemu amabili.,He has served the Council for two terms,Newspaper
UGumede uthe uMasipala uzoqhubeka wakhe izindlu ngezitini kuphinde kusetshenziswe lendlela entsha yokwakha indlu.,Gumede said the municipality would continue to build houses with bricks and use the new method of building houses.,Newspaper
UNxumalo wacelwa ukuba abe nguNobhala we-AFUS ngaphakathi kuMasipala njengengxenye yomsebenzi wakhe emuva kokuqokelwa kulesi sikhundla.,Nxumalo was asked to be the AFUS Secretary within the Municipality as part of his post after being appointed to the post.,Newspaper
Ungazibandakanyi nobungozi ngaso sonke isikhathi.,Do not always take risks.,Newspaper
Ukuthi iSAGCC inamalungu angaphezu kuka 500 asesifundeni esisezansi ne-Africa kuhambisana nesifiso sethu sokwenza uMasipala ube indawo esetshenziswa yiwo wonke umuntu ofuna ukungena e- Africa�.,The fact that the SAGCC has more than 500 members in the sub-region of Africa is in line with our desire to make the Municipality a place for everyone who wants to enter Africa.,Newspaper
"Lena ngeminye yemiyalezo eyethulwe yiJustice, Crime Prevention and Security Cluster (JCPS) kwiMbizo ebiKwamashu mhlaka 12 Ephreli 2016.","These are some of the messages presented by the Justice, Crime Prevention and Security Cluster (JCPS) at the Convention in Kwamashu on 12 April 2016.",Newspaper
"I-KZN Academy isebenzisana kakhulu neqembu elidlala kwi-ABC Motsepe League, iDurban FC.","KZN Academy works closely with the ABC Motsepe League team, Durban FC.",Newspaper
"Lesi sakhiwo sizokwakhiwa kucatshangelwa nalabo abahamba ngezinyawo, siyakuqona ukuthi kumele bazizwe bemukelekile, Sifuna ukwakha indawo ezodonsa abantu.","This building will be built in the interests of pedestrians, we know that they should feel welcome, we want to build a place that will attract people.",Newspaper
Uhlelo lokuqiniswa komthetho luwuhlelo oluqhubekayo olwenzeka kathathu ngesonto lapho sibopha khona zonke izephula mthetho.,"The law enforcement program is an ongoing program that takes place three times a week where we arrest all offenders.
Most of us do not know politics well.",Newspaper
Abaningi bethu abayazi kahle ipolitiki.,Most of us do not know politics well.,Novel
Uthe lendlu seyahlaselwa yizimvula kaningi �njengoba uzibonele nawe ukuthi bese size samba umsele njengoba amanzi ebesengena endlini ngenxa yesimo sayo esingesihle� kuchaza uGumbi.,"He said the house had been hit by heavy rains several times - as you can see, we had dug a ditch as water was entering the house due to its poor condition explained Gumbi.",Newspaper
"Leli hhovisi elinomtapo wolwazi oyi-digital, amagumbi okubamba imihlangano kanye ne-WiFi.","This office has a digital library, conference rooms and Wi-Fi.",Newspaper
Lo mkhankaso uhlelelwe ukuba uqale mhlaka 7-9 Mashi 2016 ezindaweni zokubhukuda zikaMasipala.,The campaign is scheduled to start on 7-9 March 2016 at the Municipality's swimming pools.,Newspaper
